"","AITC.100uM"
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_230",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_232",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_233",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_234",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_235",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_236",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_238",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_239",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_240",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_241",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_242",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_243",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_244",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_245",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_247",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_248",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_249",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_250",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_251",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_252",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_253",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_254",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_255",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_256",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_257",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_258",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_259",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_260",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_261",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_262",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_263",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_264",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_265",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_266",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_267",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_268",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_269",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_271",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_273",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_274",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_275",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_276",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_277",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_278",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_279",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_280",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_281",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_282",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_283",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_284",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_285",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_286",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_287",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_288",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_289",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_290",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_291",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_292",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_293",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_294",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_297",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_298",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_299",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_301",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_302",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_303",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_304",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_305",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_306",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_307",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_308",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_309",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_310",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_313",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_314",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_315",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_316",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_317",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_318",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_319",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_320",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_321",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_322",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_323",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_324",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_325",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_326",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_327",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_328",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_329",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_330",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_331",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_332",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_333",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_334",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_335",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_336",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_337",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_338",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_339",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_340",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_342",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_343",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_344",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_345",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_347",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_349",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_350",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_351",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_352",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_353",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_354",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_355",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_356",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_357",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_358",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_361",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_362",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_363",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_364",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_365",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_366",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_367",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_370",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_372",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_373",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_375",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_376",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_377",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_378",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_379",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_380",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_381",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_382",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_383",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_384",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_385",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_386",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_387",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_388",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_390",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_391",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_392",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_393",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_394",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_395",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_396",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_397",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_398",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_400",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_401",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_402",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_403",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_404",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_405",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_406",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_407",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_408",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_409",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_410",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_411",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_412",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_413",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_414",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_415",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_416",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_417",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_418",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_419",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_420",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_421",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_422",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_423",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_424",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_426",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_427",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_429",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_430",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_431",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_432",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_433",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_434",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_435",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_436",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_437",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_438",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_439",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_440",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_442",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_443",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_444",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_445",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_446",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_447",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_448",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_449",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_450",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_451",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_452",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_453",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_454",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_455",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_456",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_457",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_458",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_459",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_460",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_461",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_462",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_463",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_464",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_465",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_466",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_467",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_468",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_469",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_470",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_471",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_472",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_473",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_474",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_475",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_476",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_477",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_478",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_479",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_480",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_481",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_482",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_483",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_484",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_485",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_486",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_487",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_488",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_490",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_491",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_492",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_493",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_494",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_495",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_497",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_498",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_499",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_500",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_501",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_502",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_503",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_504",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_505",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_506",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_507",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_508",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_509",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_510",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_511",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_512",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_513",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_514",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_515",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_516",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_517",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_518",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_519",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_520",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_521",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_522",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_523",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_524",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_525",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_526",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_527",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_529",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_530",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_531",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_532",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_533",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_534",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_535",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_536",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_537",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_538",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_539",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_540",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_541",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_542",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_543",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_544",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_545",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_546",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_547",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_548",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_549",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_550",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_551",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_552",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_553",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_554",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_556",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_557",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_558",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_559",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_560",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_561",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_563",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_564",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_565",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_566",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_567",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_568",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_569",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_570",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_573",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_574",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_575",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_576",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_577",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_578",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_580",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_581",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_582",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_583",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_584",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_585",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_586",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_587",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_588",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_589",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_590",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_591",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_592",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_593",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_594",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_597",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_598",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_599",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_600",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_601",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_602",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_603",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_604",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_605",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_606",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_607",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_609",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_610",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_611",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_612",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_613",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_614",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_615",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_616",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_617",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_618",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_619",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_620",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_621",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_622",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_623",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_624",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_625",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_626",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_627",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_628",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_630",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_631",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_632",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_633",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_634",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_635",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_637",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_638",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_639",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_640",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_641",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_642",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_643",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_644",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_645",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_646",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_647",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_648",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_649",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_650",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_651",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_653",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_654",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_655",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_656",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_657",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_658",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_659",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_660",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_661",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_662",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_663",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_664",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_665",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_666",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_667",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_668",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_669",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_671",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_672",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_673",0
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_675",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_676",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_677",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_678",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_679",1
"RD_190928_47_m_m3_w1_JNJ__5BDBD__X_680",0
